,Label,data,1-hexadecanol,1-monostearin,"1,2,4-benzenetriol","1,5-anhydroglucitol",2-aminoadipic acid,2-hydroxybutanoic acid,2-hydroxyglutaric acid,2-hydroxyvaleric acid,2-ketoadipic acid,2-ketoglucose dimethylacetal NIST,2-oxogluconic acid NIST,3-hydroxybutanoic acid ,3-phosphoglycerate,4-hydroxybenzoate,5'-deoxy-5'-methylthioadenosine,abietic acid,adenine,adenosine,adenosine-5-monophosphate,adipic acid,alanine,alpha ketoglutaric acid,aminomalonate,arabinose,arachidic acid,arachidonic acid,arachidonic acid isomer,arginine + ornithine,asparagine,aspartic acid,azelaic acid,behenic acid,benzoic acid,benzylalcohol,beta-alanine,capric acid,cholesterol,citric acid,citrulline,conduritol-beta-epoxide,creatinine,cysteine,cysteine-glycine,cystine,cytidine-5'-diphosphate,cytidine-5-monophosphate NIST,dehydroascorbate,dihydroabietic acid,dodecanol,elaidic acid,erythronic acid lactone,ethanolamine,FAD,fructose,fucose 1 + rhamnose 2,fumaric acid,gluconic acid,glucose,glucose-6-phosphate,glucuronic acid,glutamic acid,glutamine,glutathione,glyceric acid,glycerol,glycerol-alpha-phosphate,glycerol-beta-phosphate,glycine,glycolic acid,guanine,guanosine,heptadecanoic acid,homoserine,hydroxycarbamate NIST,hydroxylamine,hypoxanthine,icosenoic acid,idonic acid NIST,inosine,inosine 5'-monophosphate,inositol-4-monophosphate,inositol allo-,inositol myo-,inulobiose,isoleucine,isothreonic acid,lactic acid,lauric acid,leucine,levoglucosan,lignoceric acid,linoleic acid,lysine,lyxitol,malate,maltose,maltotriose,mannitol,methanolphosphate,methionine,monopalmitin-1-glyceride,myristic acid,N-acetyl-D-mannosamine,N-acetylaspartate,N-methylalanine,nicotinamide,O-acetylserine,octadecanol,oleic acid,ornithine,oxalic acid,oxoproline,p-hydroquinone,palmitic acid,palmitic acid butyl ester NIST,palmitoleic acid,pantothenic acid,pelargonic acid,pentadecanoic acid,phenylalanine,phosphoethanolamine,phosphogluconic acid,phosphoric acid,phthalic acid,pimaric acid NIST,proline,"propane-1,3-diol NIST",pseudo uridine,putrescine,"pyrazine 2,5-dihydroxy  NIST",pyrogallol,pyrophosphate,pyruvate,ribonic acid,ribose,ribose-5-phosphate,ribulose-5-phosphate,salicylic acid,serine,sorbitol,spermidine,stearic acid,succinic acid,sucrose,taurine,threitol,threonic acid,threonine,tocopherol alpha,tocopherol beta NIST,tocopherol gamma-,trans-4-hydroxyproline,trehalose,tryptophan,tyrosine,uracil,urea,uric acid,uridine,uridine-5'-monophosphate,valine,xanthine
ERp_train_65,POS,data3,2.083225997,-1.006127953,0.075066113,-0.141593481,0.957679601,-0.866414653,-0.811298053,0.036537614,-0.16160717,-0.593295772,-0.323440452,-0.463111197,0.275198626,-0.6107507,0.009189731,-1.113576779,-0.225773594,-0.65691074,0.12188085,-0.490239052,0.975859329,0.374716567,0.371630005,0.571835842,-0.914607835,-0.218222464,1.718119508,1.869832784,0.89674701,0.145781436,0.002712228,-0.778011436,-1.389550863,0.307625538,-0.07249477,-0.244417643,-0.101833391,-1.264376613,2.30028809,-1.300448306,0.874718022,0.468818338,0.313533289,0.41154896,-0.390243325,1.093276743,-0.734490894,-0.800560532,-1.5824907,-0.380168614,-0.101371647,0.509887319,1.615972004,1.168821671,1.117848813,-0.225851565,-0.688860448,0.338258359,-0.003913576,-1.442018619,-0.185841386,-0.287883924,-0.634744473,1.573153377,-0.74409884,1.450019104,1.887270941,1.038987779,0.134579359,0.148701304,0.909761512,-1.148946227,0.977507574,-1.568074889,-0.68339215,0.243172323,-1.331170324,-2.332692696,0.222905689,0.954250308,-1.710684079,-0.872976636,-0.426711462,0.006842913,-1.304030706,-1.547354033,0.690884328,-1.588349084,0.158107202,-0.428356107,-0.155801228,-0.040888739,0.398697127,-0.378801752,0.929771365,-1.146005741,-0.730179706,-0.892691045,-0.008574848,0.976483214,-1.989293545,-0.633336624,-0.589561056,-0.223509668,-1.08617334,0.409764034,0.915998678,4.770771133,-0.089853727,1.829011078,-0.152074152,1.352288372,-0.924176763,-0.578200283,-0.398252098,-0.493832429,2.000847108,-0.27578767,-0.494413406,0.55992993,0.790688895,-1.923908343,-1.239579882,0.154485255,-1.010365958,-1.401269244,-0.689716418,-0.848729542,0.032707601,1.270323576,-0.231117787,0.564552165,0.142500181,1.643719522,0.527537825,-0.273765159,1.367996173,-1.548657585,-0.865375724,-0.070108652,-0.599532656,-1.578370841,1.213496212,1.1355716,1.395751918,-0.77552541,1.626660507,-0.322476169,0.735158746,-0.310109585,0.174853539,0.094399552,-0.460537346,0.931195959,0.333722762,-1.190466673,-1.470929105,-1.254457162,0.95951132,-0.278917854,-0.642198741,-0.510030186
ERp_train_66,POS,data3,0.228145899,0.18564839,0.368662706,0.036656449,-1.527178444,-0.761461306,-0.780207546,-0.945607675,0.418035486,-0.593295772,-1.306632746,1.052903725,0.513021072,1.087572459,1.549132585,-0.830746046,1.932405507,-0.246470094,0.723516754,1.039971754,-0.166055499,-1.069975289,1.765117513,0.949219454,-1.106457924,0.406727058,0.357048498,0.098966592,1.015070977,0.515385347,0.39063609,-1.289478977,-1.530795789,0.510705706,-0.686364034,0.203181086,-1.010398173,-1.047531971,0.316725992,0.158231989,1.548131715,1.136572595,-0.915845173,0.22952375,-0.704711778,1.224215006,1.632218596,-0.878005076,-1.884078652,-0.592714998,-0.880170244,0.509887319,2.373425591,1.505423901,-0.980191907,0.327915618,-0.381958349,-0.434336156,1.635367381,-1.442018619,-0.829554627,-0.198292435,-1.023865279,-0.938562491,-0.888893025,0.368660175,0.631816339,1.038987779,0.196587464,-0.280817847,-0.793354566,0.122705212,1.152293905,-0.553759733,-0.897855882,-0.199680028,1.204955941,-0.253179239,-0.104534053,0.478622536,0.865192451,-0.173568374,0.872854653,-0.90965159,-0.536198127,0.212162438,0.946330917,0.067024403,-0.283268535,0.344076409,-0.557171074,-0.495373532,-0.470947457,-0.061680452,-1.111634629,-1.638743289,-1.356921531,-0.804208075,2.441522972,-0.649196718,-0.661111573,-1.013700069,3.011338909,-0.578395793,1.493380373,-1.036311612,-0.171653864,-0.337999243,-0.837557795,0.363236282,-0.254071449,0.466008024,0.60418734,-1.500299653,-0.787028202,-0.454388647,0.067937172,-1.183791335,-0.996932491,-1.273972067,-0.344511944,0.845522929,-0.35644268,2.455276875,-0.553654579,-0.528898223,0.042469904,-0.744723609,0.751782291,2.203062636,0.169178299,0.853636768,1.078084354,1.579011554,-0.238769892,-0.34308879,0.199844684,0.110688096,0.653894923,0.424610166,-0.499834485,-1.29160266,3.671173229,-0.851307115,1.395751918,1.373913152,-0.919924952,-0.322476169,-0.621594738,-0.908349205,-1.366727617,-0.243498852,-1.283469058,0.43628923,-1.454890728,0.219820155,-1.017845444,-0.441704445,-0.277018792,-0.278917854,0.439481289,-1.060615051
ERp_train_67,POS,data3,0.519303483,-0.682694252,-0.126407101,-0.141593481,0.258985716,-0.866414653,-0.674275723,0.077143826,-1.853691259,-0.841341068,1.829538573,-0.303571019,-1.413622386,6.574928105,-0.194450847,-0.916491471,-0.615089731,1.522466072,-0.805677826,-1.007480187,-0.934660782,2.609121128,0.056669602,0.142903704,-0.478580301,-0.362236896,0.072179071,-1.427694727,1.41653725,-1.977680051,-0.610629112,0.456910918,-1.461441408,-0.025070088,-0.178333113,-2.989771449,-1.500091578,1.852152392,-0.976908981,-0.657137524,0.182247305,-1.105264267,-0.83697118,-1.111909332,-2.410283098,-0.065236889,-0.208121187,-1.107288564,-1.09160048,2.224934695,2.297394338,0.200177761,0.503499975,2.479967411,8.000941459,-1.81527278,-0.810598614,-0.588645174,-0.993545511,1.282191659,-0.641381908,0.190706946,-1.572704708,-0.067922364,-0.74409884,-1.794285533,-1.290464771,-0.195191381,-0.598441322,-2.032934415,-1.265946672,-0.532566899,-0.028213597,-1.099940781,-1.160839784,-2.992883176,-0.557107948,0.016348801,-2.962176084,-0.111211592,-1.511834154,-0.324447038,-0.714467814,4.724801083,-1.304030706,-1.547354033,0.526364023,0.632173042,-0.654406366,-0.116250493,4.755731852,0.706996323,-1.856581345,7.425092761,-2.362918311,3.946282305,0.237057842,0.29566768,-0.476155203,-2.055174647,-1.262179979,-0.732265996,-0.33950414,-1.652366542,-0.993114185,-1.84318558,-0.818518095,-0.213415547,0.58471132,-1.899134963,-0.939989168,-0.273812154,0.494135398,-1.000768286,-1.436110994,-0.413800343,5.22688116,-1.74604723,-0.577254126,-2.197633698,-1.380024548,0.124110892,0.72473516,-0.586653604,-0.766858651,-1.082229927,-0.826945951,0.026032128,5.286480528,-1.030531043,-0.19163428,-0.252103533,0.333475254,0.404516993,3.353118317,-0.273765159,-0.848320319,0.537099847,-0.250902474,4.42669005,0.530169659,0.352499816,0.292510226,0.117120331,-1.957846498,6.634524382,-1.969063955,-1.897124013,0.106729231,0.219559063,0.380217858,0.677469354,2.809399929,-1.23701249,-2.868327529,-1.840195006,0.397715637,-0.614465111,-0.857146795,-0.990994852,-0.156868686,0.555272742
ERp_train_68,POS,data3,0.519303483,-0.281581561,0.248920103,0.235324779,-0.212034187,0.308267655,-0.444030582,1.143065136,0.553195909,-0.841341068,0.944263032,1.15283496,-0.55562547,0.548530157,-1.918277147,-1.225707106,0.67472322,1.091208869,-0.871202075,-0.94248902,-0.65627728,-1.258749077,-1.02829481,0.081299301,-1.106457924,1.743157497,1.718119508,0.098966592,-1.122061121,0.145781436,0.761891989,0.608506604,0.152652075,0.611669788,-0.508836257,-0.589220081,-1.010398173,-1.047531971,0.834998464,0.158231989,1.919470867,-0.956607878,-0.302971943,-0.101066353,-0.641480358,-1.686716188,-0.454617037,-1.107288564,0.489713743,1.426030802,-0.101371647,0.509887319,1.615972004,-0.565441727,0.098435731,-0.225851565,0.497180073,0.445639056,0.350040814,-0.80792891,-0.641381908,0.383014736,0.9127217,1.745781106,0.321334755,0.024203712,0.631816339,-0.195191381,0.523944209,0.087722499,0.513451274,0.013136053,-0.028213597,-0.898594158,0.063808483,-0.464621737,-0.017440424,-0.409550371,0.516262176,-0.533658472,-1.710684079,-0.872976636,0.872854653,-0.129625089,0.728743831,-0.693344546,-1.321103513,0.301111953,0.852746678,-0.052299765,0.012177845,1.744572456,0.035271737,-0.537643981,-0.546037966,0.749216818,0.488646618,-0.892691045,-0.419097773,-0.572038136,-1.262179979,0.116804029,0.664604065,1.248690101,-0.508406067,0.254348283,-0.425844134,0.142412297,0.507816844,-0.12477602,-0.050824883,0.466008024,0.264484073,-0.271597664,1.535638313,0.636940099,-0.731018128,0.558213379,0.4415135,-0.179225136,0.176744994,0.124110892,0.72473516,-0.355027753,-0.478529982,-1.246554481,0.277615464,-0.181580166,0.077849471,-0.652413229,-0.036904467,-0.210383244,-1.015384012,1.610746811,-0.314616781,0.16386868,-0.508011218,-0.633039848,0.321469952,0.151536154,-0.546821129,-0.31053085,0.114131824,-0.439250406,0.785783828,0.330933781,2.484979383,-0.61496846,-0.178093281,-0.399485131,-0.501349476,-1.462003147,0.689431195,-0.605093752,0.119715875,-0.215691462,0.985352805,0.531053145,-0.073899985,-0.990994852,-0.642198741,0.302890269
ERp_train_69,POS,data3,0.588472656,0.003905908,0.218579392,1.089680107,1.012779559,0.94629262,-1.197128537,1.004584618,0.553195909,-0.593295772,1.296834347,0.861986711,0.072581733,0.102507653,-1.412454815,1.624449813,0.179810998,0.315583233,-0.731140815,-0.490239052,-0.413876348,0.312887744,-0.849311498,-0.748105322,1.29545394,0.154969879,0.602484142,0.691877574,-0.641483928,-0.851737697,0.39063609,0.274112068,-0.130254244,0.862051523,0.036235657,-0.185927018,-1.010398173,0.103107375,1.406567078,0.573855992,0.083151781,-0.920673178,-0.513121441,-0.600512744,0.697687488,-1.458405686,-0.538137497,1.354117469,0.142354831,-0.260870464,-0.72670193,0.509887319,-0.018131302,-1.077418423,-0.083716725,-0.775156695,0.497180073,1.480692051,-0.826109204,-0.434572252,-0.431442191,0.593325371,0.288490376,0.811547133,1.257929304,-0.706204128,0.077773879,-0.195191381,1.44147861,-0.413240874,0.909761512,1.084867029,-0.278975298,-1.213679236,0.475258713,-1.095479888,0.431076596,-2.332692696,0.516262176,-1.250941555,-1.934822113,1.200618405,0.872854653,-0.170672496,0.415965578,-0.693344546,0.776967429,-0.361005339,0.296877563,-0.180553028,-0.482603006,-0.342711893,-0.139550767,-0.586575846,-1.015204843,0.576552265,0.193341574,0.377878654,-0.061243717,-0.244015012,-0.33490866,0.204246504,0.500199349,-0.958793856,-0.898717341,-0.524190667,-0.573171596,-0.272130464,0.284734935,0.419494397,0.069977211,-0.779145119,0.329302127,0.392759929,-0.25237261,1.877119014,-0.568290138,-0.475785411,0.755655087,-0.40782003,0.054672812,0.057483567,0.72473516,0.154485255,0.528454029,-0.345703119,0.609041665,0.419402077,0.485561468,-0.48075682,-0.114994913,-0.643106035,-0.18140093,0.74254984,0.037925137,0.286577872,-0.765437628,-0.462461723,-0.865375724,-1.117427183,-0.051514423,1.427813499,-0.366387155,0.494830107,-0.272463603,0.958321617,0.594903761,-0.922899488,-0.621594738,-0.353470452,-1.240493197,1.666499521,0.655308096,0.176652931,-0.916217943,-0.481802767,-0.211955598,0.024955228,0.296810287,-0.662670015,0.807377442,-0.811504259
ERp_train_70,POS,data3,-0.286626374,0.274691145,-0.126407101,1.186739445,0.957679601,2.032506647,0.432160668,-0.769859456,0.877969312,-0.841341068,-0.650305961,1.814962558,0.1566564,-0.655714632,0.766583938,-0.61009362,0.325775114,1.623948366,0.529501229,-0.423461837,-0.934660782,1.359581308,0.817295742,-0.417175827,-0.561543574,-0.293049534,0.129642663,-0.87606039,-1.824271506,-1.037531977,-0.281808887,-0.453013733,-1.179378286,0.611669788,-0.293979136,-0.532028242,-0.101833391,1.376677027,0.058642787,-0.728971751,1.548131715,1.001057879,-0.915845173,-0.411079757,-0.250104474,1.224215006,0.596796874,-1.03032171,-0.226431047,0.964838431,-0.038352998,0.337799045,0.783696481,0.162379584,0.52146122,0.894101511,-0.214475966,-0.751662753,0.73020345,-0.434572252,-0.641381908,-0.198292435,-0.587503023,0.749938304,-0.238743621,0.146584523,0.490612274,1.038987779,0.315280113,-0.353823292,0.186828594,-1.148946227,0.699479135,-0.633312113,0.699729997,-1.301793951,1.204955941,-0.409550371,0.054617979,0.092635079,0.310361993,0.571493369,-1.321505849,-0.574886222,0.415965578,1.71152675,0.776967429,-0.902059355,-0.283268535,-0.305954113,-1.084787491,-0.65526749,0.035271737,-0.586575846,0.929771365,-0.78059773,-0.219108971,-0.030826443,1.094647276,-0.403694309,0.49250843,-1.013700069,-0.589561056,-0.779050204,-0.898717341,-1.036311612,0.770408874,-1.035684474,-0.690756143,-0.510834117,1.647183011,-0.273812154,-0.386526361,-0.427448793,0.613011222,1.150139179,-0.568290138,-0.677509234,-1.251884891,-0.40782003,-0.243135259,-0.925633146,-0.35644268,-0.514989988,-0.847214262,-0.345703119,0.198221005,1.734542281,0.121822338,0.320108884,-0.036904467,0.893513541,1.118332659,0.678520389,-0.668296071,0.346888022,-0.287181066,-1.076439069,-0.558904069,0.196168511,-0.390671358,-1.29160266,1.468158798,0.012470862,0.96806459,0.330933781,0.594903761,-0.322476169,0.461697269,-1.21438325,-0.501349476,-2.107929609,-1.147392491,0.176652931,0.119715875,-0.658368179,1.938392113,-0.189471845,-0.225384854,-0.11688049,-0.156868686,-1.202344917
ERp_train_71,POS,data3,1.165544014,2.202987534,0.669784196,0.758905003,-0.524250514,0.544071538,0.080891323,1.617198292,1.224334964,-0.841341068,0.503461439,0.365766599,-1.132979372,0.365127335,-0.905259735,-0.481833346,-0.337433711,2.530182309,-0.805677826,1.039971754,-0.934660782,0.103605441,-1.583784861,-0.483692695,0.910783255,-0.58953573,-0.426290179,-1.3486257,1.015070977,0.145781436,0.272068589,1.629561273,2.470736592,1.322477095,0.508728963,0.203181086,0.385220805,0.955189426,-1.582303252,2.429748673,-0.525548688,-1.105264267,-0.632684549,-0.059419119,0.697687488,-0.54666626,-0.905393198,-0.239241912,0.972966554,-1.088091635,0.646018448,1.063646628,-1.315335436,-0.145488924,1.685665006,-1.464084655,0.338100793,0.197391094,-1.172598157,0.416280409,0.363166936,0.67047327,-0.899600495,0.875558277,1.257929304,-1.019735844,0.490612274,-1.203304471,1.501418641,-1.489784126,0.186828594,1.17816144,-0.998461553,-0.051237517,2.682936239,-2.315810899,-0.08066099,0.30469703,-0.805519143,-0.897751762,-0.682056009,0.311995938,0.557741011,0.127362523,-0.536198127,-0.351175959,-1.345062286,1.855801066,-0.654406366,1.008643715,1.280893558,-0.19293113,-2.192932531,-0.061680452,-2.194990564,0.143502146,0.44544711,0.129057678,-0.251279625,-2.675085993,0.690926287,1.049151093,1.49034368,-1.016344032,0.308467754,-1.085562991,0.793428407,0.649735654,-1.062252501,-1.145628484,1.429453796,-1.183266618,1.040289642,1.621447716,-0.185986448,2.592071925,-2.165581067,1.759656625,1.001189047,-3.129871687,-2.259110203,0.478768651,0.72473516,1.095992538,0.78545573,-0.528898223,1.626651579,0.624957413,0.537010824,-1.293962232,0.838638813,-0.463373926,-0.410321841,-0.167644862,-1.137326677,0.286577872,-0.393190056,0.889979238,-2.468583092,0.551328692,0.757376163,0.788905133,-0.056581392,0.811445912,0.084888571,0.561063339,1.507627277,-2.481078578,-1.571475333,-0.137490165,-0.584645421,0.797380763,0.268589532,-1.502187941,-3.686854585,-1.520537892,0.099034789,0.98533326,-0.566861611,-0.662670015,0.439481289,0.138397811
ERp_train_72,POS,data3,0.439202156,2.670544002,0.562805958,0.169866906,-1.629403751,1.214390832,-1.439843017,1.750819192,1.153022181,-0.841341068,-0.110603437,1.469095437,-0.852167711,0.488221505,-0.517944392,0.207098763,-1.152958651,0.034995695,0.305099844,1.377017966,-0.413876348,1.180133638,-1.933034237,0.209589513,1.097664505,-0.730465817,-0.539764231,-0.694574657,2.003785792,-1.441895649,1.576303487,1.629561273,0.849076801,1.456993212,-0.57430678,0.148354292,0.385220805,0.955189426,-1.582303252,0.158231989,-1.849357307,-3.038398575,-0.458487576,-0.746088801,-1.132336485,-0.946687628,-0.377521811,0.360660588,1.193622783,-0.974494514,-1.293521243,1.063646628,-0.018131302,0.162379584,-0.657850725,-0.945961391,-0.214475966,-0.053161893,-0.826109204,-0.212229165,-0.641381908,0.190706946,-0.684877238,0.554616955,1.257929304,-0.480435535,0.008476688,-2.044824207,1.271595096,0.023372713,-1.930392213,1.371300912,-0.655756039,0.334575449,2.559996248,-1.301793951,0.037732966,-1.578676472,-3.0327261,-0.585740232,-0.370500355,0.468307014,0.872854653,0.403426137,0.121478768,-0.822524619,-1.60163242,0.930830331,0.017094238,0.77080759,1.887423319,0.248457798,-0.926172497,-0.403996249,-0.546037966,0.979477167,0.103798228,1.985023543,-0.476155203,-1.6012135,2.164270305,1.33242442,-0.33950414,0.603863607,0.308467754,-1.297694307,0.15056657,2.684353812,-0.984856612,-1.841726069,1.429453796,-1.546897573,0.715901022,1.932589289,-2.25690401,1.673987114,-0.088160299,0.826798478,0.835560561,1.09895794,-0.973070148,0.586286613,0.72473516,1.406318938,0.982996711,-1.082229927,2.542897716,0.209235931,0.868593291,-0.991236628,0.520695227,-0.596138142,0.290043453,-0.365911587,-0.025177135,-0.34308879,0.056131608,1.599574334,0.321469952,0.820947502,0.420530185,1.427813499,-1.63790799,1.446035498,0.402728956,0.006762201,1.015374888,0.194015866,-0.208182966,-0.054643653,-0.67665135,1.141674306,0.689431195,-0.670123656,-0.108048079,-0.814092309,0.099034789,-0.24220916,-1.564114313,0.167923672,0.439481289,0.696750864
ERp_train_73,POS,data3,2.021444333,1.725271227,0.835537414,-2.013084685,-1.255385875,-0.261653888,0.227350614,2.229372572,1.775768899,-0.157252962,0.626819745,0.680170829,-0.101158025,0.665841435,-1.918277147,1.090796438,-0.823015172,-0.506582439,-1.471376467,1.897377068,-0.65627728,0.212422963,-2.804545842,-1.14317694,0.329368776,0.325890019,3.329098602,-0.120199839,1.567970451,-0.363626245,0.454941298,1.306777445,2.323757846,1.322477095,0.246570608,0.091714476,0.385220805,-0.727354597,-0.976908981,-0.192351355,-2.553115741,-1.659708429,-0.129087768,-0.324459447,-0.825579425,-2.587113943,-0.679642129,1.144572696,1.268751249,2.106028014,0.7725141,1.063646628,0.066502828,-0.145488924,-0.851481307,-1.215543456,0.702525304,0.617414412,-0.126751358,-0.011516159,-0.641381908,0.521316945,-0.788109443,0.554616955,1.698797435,-1.019735844,-1.139321063,-1.203304471,1.210348161,-0.478777078,-0.737090591,0.691417872,-0.855009538,0.207682995,2.987502857,-1.604439253,0.265023052,-0.57892011,-1.411848857,-1.059033012,-0.466538824,0.416736214,0.557741011,0.207828178,-1.304030706,-1.612746302,-1.409792688,0.930830331,0.158107202,2.672788747,1.954718413,0.10644169,0.804920029,0.705782019,-2.46020958,1.113125586,0.89653311,-1.206243097,-1.256829337,-1.295407135,0.882187059,1.235738881,-0.904090565,-1.074063973,-0.176744048,-0.574119407,0.915998678,2.213922906,0.284734935,-1.722156997,1.247534025,-1.183266618,0.770807006,1.474435715,-0.787028202,-0.204537885,-0.676454233,1.269270665,1.083011738,-2.040627654,-1.472462598,0.620626532,0.72473516,0.384249276,0.229079261,-0.724490144,1.992341609,-1.41586501,1.110576057,-1.339461738,0.838638813,-0.66574107,-0.090451914,-0.55527451,0.627281875,-0.842716924,-1.696949732,0.537099847,-0.250902474,0.468398287,0.357356618,0.788905133,-0.941217835,1.9511156,-0.515151471,0.076725627,0.078438242,-1.593082234,0.735158746,0.803838888,0.281332996,0.094399552,0.728978326,-1.23701249,-0.108048079,-0.814092309,0.099034789,-1.099085981,-1.716755161,-0.990994852,-0.156868686,-0.510030186
ERp_train_74,POS,data3,0.588472656,-0.583066046,0.102857637,0.036656449,1.804584367,0.070723932,-0.843433161,-0.039323091,-0.353484992,0.409867004,-1.306632746,-0.841915109,0.673856748,-0.396654954,0.257044926,-1.225707106,0.039156354,-0.880819065,0.683153316,0.006504181,1.344746334,-0.415924738,1.382936018,-1.261286831,-1.006465586,-0.938295255,-0.266917637,0.313594502,1.015070977,-0.363626245,0.39063609,-0.530896537,-0.900986366,0.339722892,-0.57430678,0.667704623,-0.101833391,0.824838004,0.92341595,-2.007612242,0.516631936,1.136572595,-0.758097186,-0.669464777,-0.704711778,1.157240856,0.102530293,-1.146977342,-0.823813101,-0.380168614,1.543692357,0.337799045,-0.433444875,-0.97864956,-0.915660076,-0.516485866,-1.720787513,-0.499303356,-0.752792592,-0.678711772,-0.431442191,0.752049627,-0.899600495,-0.183936198,-1.050854575,1.162965425,1.189319287,1.038987779,-0.42492824,0.380417684,-1.208743978,-0.61683947,1.111103017,0.886565037,-0.294686734,0.561658945,-1.331170324,0.016348801,-1.060469456,1.390421992,0.095211762,-0.324447038,-3.175602639,0.245704452,-0.536198127,0.643777475,0.776967429,-0.78071926,0.158107202,-0.052299765,-1.01989379,0.10644169,-0.631723989,1.523005615,0.308443154,0.056290358,0.358315719,-1.331218419,1.094647276,1.207832938,-1.131175699,-0.633336624,-0.904090565,-0.551748795,1.328771507,-0.122201776,1.059358359,0.790550123,-0.544272727,0.709355236,-0.050824883,1.352288372,-0.041792384,-0.712876845,-0.585511412,-0.9408901,1.244171337,-0.583224042,-0.140792454,0.820157304,0.638780816,0.766615318,-1.239579882,1.095992538,-0.478529982,0.045680168,-0.227288293,0.419402077,-0.553058352,-0.016659648,0.044117782,1.103091822,0.290043453,0.827361049,-0.880665469,-1.012006475,-0.508011218,-0.794484293,1.458650496,1.581480195,-0.443714513,-0.998422541,0.205510054,-0.591515617,-0.272463603,0.386076097,0.362913665,0.459760825,0.36189605,-0.710627472,0.174853539,0.565514367,0.383108107,0.539296801,0.119715875,-0.658368179,0.099034789,0.348975343,-0.119119638,0.796039713,1.246979673,-0.34550998
ERp_train_75,POS,data3,-0.286626374,0.274691145,-0.249477509,1.388079404,0.355330228,0.94629262,0.824752997,1.297853326,0.811391172,-0.110632211,-0.110603437,1.696540838,0.477430823,0.171766691,0.201319882,-0.753417011,-0.042083615,0.424115451,0.12188085,-0.173966266,-0.166055499,1.406827786,0.056669602,-1.032205303,-0.303525376,0.711835883,0.843193909,-0.005832802,-0.22244527,-0.675258583,-0.361103354,0.369160017,-0.740250386,0.611669788,0.557612846,-0.765958945,0.385220805,1.2324401,1.32558314,-1.05866632,0.083151781,-0.154096689,-0.915845173,-1.111909332,-0.113376749,-0.423654409,-0.707066512,-0.50116428,-0.759382551,-0.422890463,-0.851909529,0.509887319,0.438642791,0.060083495,-2.137736992,-0.225851565,0.338100793,-1.127571062,0.062143948,-0.497371813,-0.185841386,0.383014736,-1.673753106,0.554616955,-0.36370123,-1.400064893,0.846367342,-0.195191381,0.420581403,-0.97214291,-0.60413659,-0.175772943,0.646347699,0.454704433,0.063808483,-0.984271556,-0.266343094,0.253232446,-0.104534053,-1.059033012,0.529208292,1.347433648,-1.557915013,-0.462199626,0.728743831,1.189377863,0.857183138,1.253189433,-0.133461076,-0.116250493,0.482184071,1.200438017,0.596141702,-0.429190747,-0.359872912,1.270694484,1.396803669,-0.030826443,1.094647276,-0.153198544,0.086026866,-0.364921288,-0.33950414,-0.551748795,-0.287945164,-1.13821503,0.301681236,0.066320437,0.053510386,0.937690214,0.305092731,0.466008024,-0.107044695,-0.271597664,-0.585511412,-0.654663499,-0.453366891,-0.381418343,-0.748043709,-0.179225136,0.176744994,-1.071989265,0.72473516,-0.355027753,-0.415412417,0.88595842,0.358151188,0.519904169,-0.051492415,-0.736231342,-0.528166982,0.771561594,0.862237556,0.116831399,-0.570053875,-1.200696967,-1.696949732,-0.210471888,-0.250902474,-0.253605319,-0.499834485,-0.31053085,-0.295983091,1.290441069,0.785783828,-0.418572433,-0.04420404,0.723556861,0.517489754,0.529813481,0.668705013,1.31614147,1.168276608,0.262191708,-0.358225344,-0.658368179,0.099034789,0.024955228,-0.857146795,-0.990994852,-0.156868686,-0.114463431
